Month,Item Fat Content,Item Type,Outlet Location Type,Outlet Size,Outlet Type,Sales,Rating
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,150,4.2
AUG,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,36,4.2
AUG,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,112,4.2
AUG,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,165,4.2
AUG,Regular,Canned,Tier 1,Small,Grocery Store,142,4.2
AUG,Regular,Dairy,Tier 1,Small,Grocery Store,43,4.2
AUG,Regular,Frozen Foods,Tier 1,Small,Grocery Store,40,4.2
AUG,Regular,Frozen Foods,Tier 1,Small,Grocery Store,216,4.2
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,63,4.2
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,42,4.2
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,116,4.2
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,116,4.2
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,156,4.2
AUG,Regular,Meat,Tier 1,Small,Grocery Store,113,4.2
AUG,Regular,Snack Foods,Tier 1,Small,Grocery Store,63,4.2
AUG,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,54,4.2
AUG,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,101,4.2
AUG,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,185,4.2
AUG,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,77,4.2
AUG,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,109,4.2
AUG,Low Fat,Breakfast,Tier 3,Medium,Supermarket Type3,229,4.2
AUG,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,173,4.2
AUG,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,257,4.2
AUG,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,246,4.2
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,187,4.2
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,98,4.2
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,245,4.2
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,47,4.2
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,43,4.2
AUG,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,173,4.2
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,117,4.2
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,95,4.2
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,157,4.2
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,46,4.2
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,157,4.2
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,132,4.2
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,56,4.2
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,77,4.2
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,222,4.2
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,112,4.2
AUG,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,121,4.2
AUG,Low Fat,Others,Tier 3,Medium,Supermarket Type3,38,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,197,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,120,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,256,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,141,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,241,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,51,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,236,4.2
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,121,4.2
AUG,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,57,4.2
AUG,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,151,4.2
AUG,Low Fat,Starchy Foods,Tier 3,Medium,Supermarket Type3,208,4.2
AUG,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,122,4.2
AUG,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,153,4.2
AUG,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,263,4.2
AUG,Regular,Breads,Tier 3,Medium,Supermarket Type3,189,4.2
AUG,Regular,Canned,Tier 3,Medium,Supermarket Type3,189,4.2
AUG,Regular,Canned,Tier 3,Medium,Supermarket Type3,144,4.2
AUG,Regular,Dairy,Tier 3,Medium,Supermarket Type3,44,4.2
AUG,Regular,Dairy,Tier 3,Medium,Supermarket Type3,182,4.2
AUG,Regular,Dairy,Tier 3,Medium,Supermarket Type3,222,4.2
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,144,4.2
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,131,4.2
AUG,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,189,4.2
AUG,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,241,4.2
AUG,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,133,4.2
AUG,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,172,4.2
AUG,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,53,4.2
AUG,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,33,4.2
AUG,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,145,4.1
AUG,Regular,Canned,Tier 3,Medium,Supermarket Type3,88,4.1
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,147,4.1
AUG,Regular,Breakfast,Tier 3,Medium,Supermarket Type3,129,4.1
AUG,Regular,Breads,Tier 3,Medium,Supermarket Type3,249,4.1
AUG,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,171,4.1
AUG,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,181,4.1
AUG,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,172,4.1
AUG,Low Fat,Breads,Tier 1,Small,Grocery Store,103,4.1
AUG,Low Fat,Canned,Tier 1,Small,Grocery Store,154,4.1
AUG,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,183,4.1
AUG,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,122,4.1
AUG,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,47,4.1
AUG,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,34,4.1
AUG,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,264,4.1
AUG,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,105,4.1
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,160,4.1
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,129,4.1
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,128,4.1
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,221,4.1
AUG,Low Fat,Seafood,Tier 1,Small,Grocery Store,112,4.1
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,228,4.1
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,152,4.1
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,185,4.1
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,144,4.1
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,148,4.1
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,148,4.1
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,127,4.1
AUG,Regular,Baking Goods,Tier 1,Small,Grocery Store,99,4.1
AUG,Regular,Baking Goods,Tier 1,Small,Grocery Store,172,4.1
AUG,Regular,Breads,Tier 1,Small,Grocery Store,157,4.1
AUG,Regular,Canned,Tier 1,Small,Grocery Store,185,4.1
AUG,Regular,Canned,Tier 1,Small,Grocery Store,155,4.1
AUG,Regular,Dairy,Tier 1,Small,Grocery Store,89,4.1
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,170,4.1
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,63,4.1
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,162,4.1
AUG,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,143,4.1
AUG,Regular,Meat,Tier 1,Small,Grocery Store,195,4.1
AUG,Regular,Snack Foods,Tier 1,Small,Grocery Store,59,4.1
AUG,Regular,Frozen Foods,Tier 1,Small,Grocery Store,186,4.1
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,149,4.1
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,122,4.1
AUG,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,38,4.1
AUG,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,156,4.1
AUG,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,109,4.1
AUG,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,217,4.1
AUG,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,52,4.1
AUG,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,147,4.1
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,39,4.1
AUG,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,111,4.1
AUG,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,179,4.1
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,161,4.1
AUG,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,102,4.1
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,85,4.1
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,126,4.1
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,44,4.1
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,261,4.1
AUG,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,66,4.1
AUG,Low Fat,Others,Tier 3,Medium,Supermarket Type3,143,4.1
AUG,Low Fat,Others,Tier 3,Medium,Supermarket Type3,107,4.1
AUG,Low Fat,Seafood,Tier 3,Medium,Supermarket Type3,52,4.1
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,60,4.1
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,148,4.1
AUG,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,87,4.1
AUG,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,89,4.1
AUG,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,144,4.1
AUG,Low Fat,Starchy Foods,Tier 3,Medium,Supermarket Type3,121,4.1
AUG,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,59,4.1
AUG,Regular,Canned,Tier 3,Medium,Supermarket Type3,92,4.1
AUG,Regular,Canned,Tier 3,Medium,Supermarket Type3,216,4.1
AUG,Regular,Dairy,Tier 3,Medium,Supermarket Type3,88,4.1
AUG,Regular,Dairy,Tier 3,Medium,Supermarket Type3,124,4.1
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,126,4.1
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,178,4.1
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,177,4.1
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,59,4.1
AUG,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,224,4.1
AUG,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,188,4.1
AUG,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,131,4.1
AUG,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,169,4.1
AUG,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,108,4.1
AUG,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,85,4.1
AUG,Regular,Soft Drinks,Tier 3,Medium,Supermarket Type3,232,4.1
AUG,Regular,Starchy Foods,Tier 3,Medium,Supermarket Type3,60,4.1
AUG,low fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,111,4.1
AUG,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,108,4
AUG,Regular,Frozen Foods,Tier 1,Small,Grocery Store,51,4
AUG,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,120,4
AUG,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,193,4
AUG,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,42,4
AUG,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,77,4
AUG,Regular,Meat,Tier 3,Medium,Supermarket Type3,166,4
AUG,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,90,4
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,172,4
AUG,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,120,4
AUG,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,181,4
AUG,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,145,4
AUG,Low Fat,Household,Tier 3,Medium,Supermarket Type3,152,4
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,182,4
AUG,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,91,4
AUG,Low Fat,Breads,Tier 1,Small,Grocery Store,126,4
AUG,Low Fat,Breakfast,Tier 1,Small,Grocery Store,163,4
AUG,Low Fat,Canned,Tier 1,Small,Grocery Store,92,4
AUG,Low Fat,Dairy,Tier 1,Small,Grocery Store,75,4
AUG,Low Fat,Dairy,Tier 1,Small,Grocery Store,241,4
AUG,Low Fat,Dairy,Tier 1,Small,Grocery Store,218,4
AUG,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,122,4
AUG,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,181,4
AUG,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,170,4
AUG,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,113,4
AUG,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,157,4
AUG,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,130,4
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,49,4
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,153,4
AUG,Low Fat,Household,Tier 1,Small,Grocery Store,179,4
AUG,Low Fat,Others,Tier 1,Small,Grocery Store,36,4
AUG,Low Fat,Others,Tier 1,Small,Grocery Store,163,4
AUG,Low Fat,Others,Tier 1,Small,Grocery Store,190,4
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,111,4
AUG,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,122,4
AUG,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,83,4
AUG,Regular,Baking Goods,Tier 1,Small,Grocery Store,60,4
AUG,Regular,Baking Goods,Tier 1,Small,Grocery Store,173,4
DEC,Regular,Breads,Tier 1,Small,Grocery Store,256,4
DEC,Regular,Canned,Tier 1,Small,Grocery Store,170,4
DEC,Regular,Dairy,Tier 1,Small,Grocery Store,50,4
DEC,Regular,Frozen Foods,Tier 1,Small,Grocery Store,97,4
DEC,Regular,Frozen Foods,Tier 1,Small,Grocery Store,188,4
DEC,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,194,4
DEC,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,102,4
DEC,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,179,4
DEC,Regular,Snack Foods,Tier 1,Small,Grocery Store,39,4
DEC,Regular,Snack Foods,Tier 1,Small,Grocery Store,211,4
DEC,low fat,Dairy,Tier 1,Small,Grocery Store,150,4
DEC,low fat,Household,Tier 1,Small,Grocery Store,54,4
DEC,low fat,Snack Foods,Tier 1,Small,Grocery Store,190,4
DEC,Regular,Baking Goods,Tier 1,Small,Grocery Store,154,4
DEC,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,167,4
DEC,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,146,4
DEC,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,47,4
DEC,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,159,4
DEC,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,35,4
DEC,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,127,4
DEC,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,218,4
DEC,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,121,4
DEC,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,99,4
DEC,Low Fat,Breads,Tier 3,Medium,Supermarket Type3,163,4
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,53,4
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,248,4
DEC,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,223,4
DEC,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,184,4
DEC,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,40,4
DEC,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,47,4
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,124,4
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,82,4
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,253,4
DEC,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,97,4
DEC,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,123,4
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,101,4
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,126,4
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,35,4
DEC,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,144,4
DEC,Low Fat,Others,Tier 3,Medium,Supermarket Type3,185,4
DEC,Low Fat,Seafood,Tier 3,Medium,Supermarket Type3,158,4
DEC,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,46,4
DEC,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,133,4
DEC,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,167,4
DEC,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,249,4
DEC,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,39,4
DEC,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,121,4
DEC,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,97,4
DEC,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,144,4
DEC,Regular,Breads,Tier 3,Medium,Supermarket Type3,157,4
DEC,Regular,Canned,Tier 3,Medium,Supermarket Type3,84,4
DEC,Regular,Canned,Tier 3,Medium,Supermarket Type3,174,4
DEC,Regular,Dairy,Tier 3,Medium,Supermarket Type3,251,4
DEC,Regular,Dairy,Tier 3,Medium,Supermarket Type3,113,4
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,154,4
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,259,4
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,158,4
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,183,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,223,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,225,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,101,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,116,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,243,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,237,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,247,4
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,191,4
DEC,Regular,Meat,Tier 3,Medium,Supermarket Type3,98,4
DEC,Regular,Meat,Tier 3,Medium,Supermarket Type3,182,4
DEC,Regular,Meat,Tier 3,Medium,Supermarket Type3,45,4
DEC,Regular,Meat,Tier 3,Medium,Supermarket Type3,97,4
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,167,4
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,261,4
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,89,4
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,252,4
DEC,Regular,Soft Drinks,Tier 3,Medium,Supermarket Type3,187,4
DEC,Regular,Starchy Foods,Tier 3,Medium,Supermarket Type3,224,4
DEC,Regular,Starchy Foods,Tier 3,Medium,Supermarket Type3,184,4
DEC,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,108,3.9
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,128,3.9
DEC,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,126,3.9
DEC,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,125,3.9
DEC,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,216,3.9
DEC,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,198,3.9
DEC,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,104,3.9
DEC,Low Fat,Canned,Tier 1,Small,Grocery Store,253,3.9
DEC,Low Fat,Frozen Foods,Tier 1,Small,Grocery Store,247,3.9
DEC,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,127,3.9
DEC,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,117,3.9
DEC,Low Fat,Hard Drinks,Tier 1,Small,Grocery Store,56,3.9
DEC,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,36,3.9
DEC,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,109,3.9
DEC,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,224,3.9
DEC,Low Fat,Household,Tier 1,Small,Grocery Store,143,3.9
DEC,Low Fat,Household,Tier 1,Small,Grocery Store,196,3.9
DEC,Low Fat,Household,Tier 1,Small,Grocery Store,251,3.9
DEC,Low Fat,Others,Tier 1,Small,Grocery Store,106,3.9
DEC,Regular,Breads,Tier 1,Small,Grocery Store,44,3.9
DEC,Regular,Dairy,Tier 1,Small,Grocery Store,151,3.9
DEC,Regular,Dairy,Tier 1,Small,Grocery Store,60,3.9
DEC,Regular,Dairy,Tier 1,Small,Grocery Store,248,3.9
DEC,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,121,3.9
DEC,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,229,3.9
DEC,Regular,Snack Foods,Tier 1,Small,Grocery Store,64,3.9
DEC,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,149,3.9
DEC,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,191,3.9
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,154,3.9
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,83,3.9
DEC,Low Fat,Dairy,Tier 3,Medium,Supermarket Type3,214,3.9
DEC,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,179,3.9
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,46,3.9
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,193,3.9
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,141,3.9
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,49,3.9
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,103,3.9
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,117,3.9
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,100,3.9
DEC,Low Fat,Meat,Tier 3,Medium,Supermarket Type3,106,3.9
DEC,Low Fat,Snack Foods,Tier 3,Medium,Supermarket Type3,223,3.9
DEC,Low Fat,Soft Drinks,Tier 3,Medium,Supermarket Type3,154,3.9
DEC,Regular,Baking Goods,Tier 3,Medium,Supermarket Type3,133,3.9
DEC,Regular,Breads,Tier 3,Medium,Supermarket Type3,129,3.9
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,125,3.9
DEC,Regular,Frozen Foods,Tier 3,Medium,Supermarket Type3,128,3.9
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,183,3.9
DEC,Regular,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,224,3.9
DEC,Regular,Meat,Tier 3,Medium,Supermarket Type3,213,3.9
DEC,Regular,Seafood,Tier 3,Medium,Supermarket Type3,149,3.9
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,126,3.9
DEC,Regular,Soft Drinks,Tier 3,Medium,Supermarket Type3,166,3.9
DEC,low fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,35,3.9
DEC,Regular,Snack Foods,Tier 3,Medium,Supermarket Type3,115,3.8
DEC,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,37,3.8
DEC,Low Fat,Health and Hygiene,Tier 3,Medium,Supermarket Type3,42,3.8
DEC,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,124,3.8
DEC,Low Fat,Snack Foods,Tier 1,Small,Grocery Store,196,3.8
DEC,Low Fat,Soft Drinks,Tier 1,Small,Grocery Store,154,3.8
DEC,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,124,3.8
DEC,Low Fat,Baking Goods,Tier 1,Small,Grocery Store,82,3.8
DEC,Low Fat,Canned,Tier 1,Small,Grocery Store,192,3.8
DEC,Low Fat,Fruits and Vegetables,Tier 1,Small,Grocery Store,222,3.8
DEC,Low Fat,Hard Drinks,Tier 1,Small,Grocery Store,116,3.8
DEC,Low Fat,Health and Hygiene,Tier 1,Small,Grocery Store,48,3.8
DEC,Low Fat,Household,Tier 1,Small,Grocery Store,262,3.8
DEC,Low Fat,Others,Tier 1,Small,Grocery Store,121,3.8
DEC,Regular,Baking Goods,Tier 1,Small,Grocery Store,121,3.8
DEC,Regular,Baking Goods,Tier 1,Small,Grocery Store,198,3.8
DEC,Regular,Fruits and Vegetables,Tier 1,Small,Grocery Store,107,3.8
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,212,3.8
DEC,Low Fat,Baking Goods,Tier 3,Medium,Supermarket Type3,94,3.8
DEC,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,93,3.8
DEC,Low Fat,Canned,Tier 3,Medium,Supermarket Type3,263,3.8
DEC,Low Fat,Frozen Foods,Tier 3,Medium,Supermarket Type3,255,3.8
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,112,3.8
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,63,3.8
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,186,3.8
DEC,Low Fat,Fruits and Vegetables,Tier 3,Medium,Supermarket Type3,168,3.8
DEC,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,160,3.8
DEC,Low Fat,Hard Drinks,Tier 3,Medium,Supermarket Type3,128,3.8
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,197,3.8
DEC,Low Fat,Household,Tier 3,Medium,Supermarket Type3,176,3.8
